12,Medine
13,Bel Etang
14,Camp de Masque (Village Hall)
15,Balance John
16,"Camp de Masque Pave
(Government School)"
17,Petite Cabane


Route:,17B
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 17
0,Curepipe (Jan Palach North)
1,Couvent de Lorette (Mosque)
2,"Couacaud (Surat Distribution
Centre)"
3,Belle Rive (Junction)
4,Belle Rive (Carreau Chapeau)
5,Valetta (Junction)
6,Lower Dagotiere (Village Hall)
7,"Upper Dagotiere (NHDC
Housing Estate)"


Route:,17C
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Camp Thorel
0,"Curepipe (Jan Palach
North)"
1,"Couvent de Lorette
(Mosque)"
2,"Couacaud (Surat
Distribution Centre)"
3,Belle Rive (Junction)
4,"Belle Rive (Carreau
Chapeau)"
5,Valetta (Junction)
6,Valetta (End of Village)
7A,Vuillemin
7,Vuillemin (Junction)
8,"Quartier Militaire (Ex-
Railway Station)"
9,"Providence (Branch
Road)"
10,"St Julien d’Hotman
(Overseas Glove
Factory)"
11,"St Julien d’Hotman
(Reetoo’s House)"
12,"Camp Thorel
(Heeraman’s House)"
13,Camp Thorel


Route:,17D
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 17
0,Curepipe (Jan Palach North)
1,Couvent de Lorette (Mosque)
2,"Couacaud (Surat Distribution
Centre)"
3,Belle Rive (Junction)
4,Belle Rive (Carreau Chapeau)
5,Valetta (Junction)
6,Valetta (End of Village)
7,Vuillemin (Junction)
8,"Quartier Militaire (Ex-Railway
Station)"
9,Bonne Veine
10,L’Esperance


Route:,17E
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 17
0,L’Esperance
1,Bonne Veine
2,"Quartier Militaire (Ex-Railway
Station)"
3,Providence (Beginning of Village)
4,Providence (End of Village)
5,Mont Ida (Government School)
6,Medine
7,Bel Etang
8,Camp de Masque (Village Hall)
9,F.U.E.L.
10,Bonne Mere (Reservoir)
11,Bonne Mere (Maness)
12,Central Flacq (Bus Station)


Route:,17F
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 17
0,"Upper Dagotiere (NHDC
Housing Estate)"
1,Lower Dagotiere (Village Hall)
2,Valetta (Junction)
3,Valetta (End of Village)
4,Vuillemin (Junction)
5,"Quartier Militaire (Ex-Railway
Station)"
6,"Providence (Beginning of
Village)"
7,Providence (End of Village)
8,Mont Ida (Government School)
9,Medine
10,Bel Etang
11,Camp de Masque (Village Hall)
12,F.U.E.L.
13,Bonne Mere (Reservoir)
14,Bonne Mere (Maness)
15,Central Flacq (Bus Station)


Route:,18
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,Mahebourg
0,Central Flacq (Bus Station)
1,Boulet Rouge
2,Bramsthan
3,"Ecroignard (Beginning of
Village)"
4,Ecroignard (End of Village)
5,Caroline
6,Bel Air (Police Station)
7,Ernest Florent
8,Beau Champ
9,Deux Freres
10,Quatre Soeurs
11,Pointe aux Feuilles
12,Grand Sable (Peeharry Shop)
13,"Grand Sable (Ex-Marketing
Board Store)"
14,Pointe du Diable (View Point)
15,Pointe du Diable (Barachois)
16,Bambous Virieux
17,"Anse Jonchee (Beginning of
Village)"
18,"Anse Jonchee (Domaine du
Chasseur)"
19,Providence (End of Village)
20,"Old Grand Port (Police
Station)"
21,"Old Grand Port (Kam Wah
Store)"
22,Ferney (IVTB)
23,Ferney (Falaise Rouge)
24,Riviere des Creoles
25,Petit Bel Air
26,Mahebourg (Bus Station)


Route:,19
Operator:,MBT
Location 1:,Creve Coeur
Location 2:,Port Louis
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Junction Long Mountain
5,Bois Pignolet
6A,Kitchin (Ackbarally Lane)
7A,Kitchin (End of Village)
6,Notre Dame (End of Village)
7,Long Mountain
8,Creve Coeur (L’Industrie)
9,"Creve Coeur (Government
School)"
10,"Creve Coeur (Roodurman’s
House)"


Route:,20
Operator:,TBS
Location 1:,Port Louis
Location 2:,Mon Choisy
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Saint Joseph (Chapel)
5A,"Les Petits Gamins Road
(Deenoo Lane)"
6A,Les Petits Gamins (Village)
5,Arsenal
6,Saint Andre
7,Solitude
8,"Triolet 8th Mile (Sewraz’s
House)"
9,Triolet 9th Mile
10,"Colin / Fond du Sac Branch
Road"
11A,Trou aux Biches (Debarcadere)
12A,"Trou aux Biches (Ramdenee’s
Bungalow)"
11,Trou aux Biches (Hotel)
12,Mon Choisy (Public Beach)


Route:,20A
Operator:,TBS
Location 1:,Port Louis
Location 2:,Pointe aux Piments
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Saint Joseph (Chapel)
5,Arsenal
6,Saint Andre
7,Solitude
8,"Triolet 8th Mile (Sewraz’s
House)"
9,Camp Lilas
10,Petite Pointe aux Piments
11,Grande Pointe aux Piments


Route:,20B
Operator:,TBS
Remark:,Service provided by buses of Route 20
0,Triolet (Terminus)
1,Triolet Branch Road
2,"Triolet Branch Road (Ex-Weigh
Bridge)"
3,"Fond du Sac (Junction Forbach
Road)"


Route:,20C
Operator:,TBS
Remark:,Service provided by buses of Route 20
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Saint Joseph (Chapel)
5,Arsenal
6,Riviere Citron
7,S.S.R.N. Hospital
8,Saint Andre
9,Solitude
10,"Triolet 8th Mile (Sewraz’s
House)"
11,Triolet 9th Mile
12,Colin
13,Trou aux Biches (Hotel)
14,Mon Choisy (Public Beach)
15,Cannonier’s Point
16A,Chemin Casse Ghoon
16,"Grand Baie (La Pointe
Supermarket)"
17,Grand Baie (M.C.B)
18,Grand Baie (Merville Hotel)
19,Pereybere (1st Public Beach)
20,Pereybere (2nd Public Beach)
21,Cap Malheureux (Cemetery)
22,Pavillon
23,Petit Raffray (Fields)
24,"Petit Raffray (Social Welfare
Centre)"
25,Trois Bras (Goodlands)
26,"Goodlands (Government
School)"
27,St Antoine (Traffic Centre)


Route:,20D
Operator:,TBS
Remark:,Service provided by buses of Route 20
0,"Port Louis (Transportation
Centre)"
1,Hospice Pere Laval / Plaine Verte
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Saint Joseph (Chapel)
5,Arsenal
6,Saint Andre
7,Solitude
8,Triolet 8th Mile (Sewraz’s House)
9,Bon Air


Route:,21
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Saint Antoine
0,"Port Louis (Transportation
Centre)"
1,Hospice Pere Laval / Plaine Verte
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Saint Joseph (Chapel)
5,Arsenal
6,Riviere Citron
7,S.S.R.N. Hospital
8,Saint Andre
9,Morcellement Saint Andre
10,Plaine des Papayes
11,Belle Vue Pilot
12,Fond du Sac (End of Village)
13,Lower Vale (Sottise Junction)
14,Upper Vale
15,"Petit Raffray (Social Welfare
Centre)"
16,Trois Bras (Goodlands)
17,Goodlands (Government School)
18,Saint Antoine (Traffic Centre)


Route:,22
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Grand Gaube
0,"Port Louis (Transportation
Centre)"
1,Hospice Pere Laval / Plaine Verte
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Melle Laure
5,Khoyratty
6,Calebasses
7,Pamplemousses (Eau Partagee)
8,Mon Rocher
9,La Louisa
10,Belle Vue Harel
11,Labourdonnais (Main Entrance)
12,"Labourdonnais (Cottage
Entrance)"
13,Mon Loisir Rouillard (Reservoir)
14,Rouillard (Grand Baie Junction)
15,Trois Bras (Goodlands)
16A,Goodlands (Government School)
17A,Saint Antoine (Traffic Centre)
16,Roche Terre (Ramrecha Shop)
17,Roche Terre (Boutique Kalasse)
18,Grand Gaube


Route:,23
Operator:,NTC
Location 1:,Port Louis
Location 2:,Rivière du Rempart
0,"Port Louis (Transportation
Centre)"
1,Hospice Pere Laval / Plaine Verte
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Melle Laure
5,Khoyratty
6,Calebasses
7,"Pamplemousses (Canton Belle
Eau)"
8,The Mount (Boutique Bambous)
9,Piton (Reservoir)
11,Piton
12,L’Esperance Piton
13,Poudre d’Or Hamlet
14,Poudre d’Or (United Basalt)
15,Poudre d’Or (Dispensary)
16,Poudre d’Or (Hospital)
17,Ile d’Ambre
18,Ile d’Ambre (Panchavati Junction)
19A,Panchavati (Village)
19,Pointe des Lascars (Junction)
20,"Riviere du Rempart (Traffic
Centre)"


Route:,26
Operator:,"Individual
Operator"
Location 1:,St Antoine
Location 2:,Central Flacq
0,St Antoine (Traffic Centre)
1,Belmont
2,Poudre d’Or
3,Ile d’Ambre
4,Ile d’Ambre (Panchavati Junction)
5,Pointe des Lascars (Junction)
6A,Riviere du Rempart
6,"Junction Roches Noires / Coastal
Roads"
7A,"Roches Noires Village (Siding
Gaud)"
7,Roches Noires Bridge
8,"Roches Noires (Dumee’s
Bungalow)"
9,Pointe d’Azur
10,"Poste Lafayette (Cayeux’s
Bungalow)"
11,Poste Lafayette (Beach)
12,Bras d’Eau
13,Poste de Flacq (Entrance)
14,"Poste de Flacq (Social Welfare
Centre)"
15,Chevreau Bridge
16,Central Flacq (Bus Station)


Route:,27
Operator:,NTC
Location 1:,Port Louis
Location 2:,Rivière du Rempart
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Melle Laure
5,Khoyratty
6,Calebasses
7,"Pamplemousses (Eau
Partagee)"
8,Mon Rocher
9,La Louisa
10,Belle Vue Harel
11,Mapou
12,Mon Choix
13,Piton
15,Gokoola
16,L’Amitie
17,Mon Loisir (Sugar Estate)
18,"Riviere du Rempart (Traffic
Centre)"


Route:,27A
Operator:,NTC
Location 1:,Rivière du Rempart
Location 2:,Roches Noires
0,"Riviere du Rempart (Traffic
Centre)"
1,Haute Rive
2,"Junction Roches Noires /
Coastal Roads"
3,"Roches Noires Village (Siding
Gaud)"


Route:,27B
Operator:,NTC
Location 1:,Rivière du Rempart
Location 2:,Plaine des Roches
0,"Riviere du Rempart (Traffic
Centre)"
1,"Plaine des Roches
(Government School)"
2,Plaine des Roches (Terminus)


Route:,28
Operator:,TBS
Location 1:,Triolet
Location 2:,Riviere du Rempart
0,Triolet (Terminus)
1,Triolet 9th Mile
2,Triolet 8th Mile (Sewraz’s House)
3,Solitude
4,Morcellement Saint Andre
5,Junction Bon Air
6,Plaine des Papayes
7,Bois Mangues
8,Belle Vue Harel
9,Mapou
10,Mon Choix
11,Piton
13,Gokoola
14,L’Amitie
15,Mon Loisir (Sugar Estate)
16,"Riviere du Rempart (Traffic
Centre)"


Route:,28A
Operator:,TBS
Remark:,Service provided by buses of Route 28
0,Triolet (Terminus)
1,Triolet 9th Mile
2,Triolet 8th Mile (Sewraz’s House)
3,Solitude
4,Morcellement Saint Andre
5,Junction Bon Air
6,Plaine des Papayes


Route:,29
Operator:,TBS
Location 1:,Grand Baie
Location 2:,Riviere du Rempart
0,"Riviere du Rempart (Traffic
Centre)"
1,Mon Loisir (Sugar Estate)
2,L’Amitie
3,Gokoola
5,Piton
6,Mon Choix
7,Mapou
8,Belle Vue Harel
9,Bois Mangues
10,Plaine des Papayes
11,Belle Vue Pilot
12,Fond du Sac (End of Village)
13,Lower Vale (Sottise Junction)
14,Sottise
15,Grand Baie


Route:,30
Operator:,UBS LTD
Location 1:,Curepipe
Location 2:,Dubreuil
0,Curepipe (Jan Palach North)
1,Couvent de Lorette (Mosque)
2,Couacaud
3,Belle Rive (Junction)
4,Le Horne
5,Piton du Milieu (Junction)
6,"Junction Chartreuse / Dubreuil
Roads"
7A,Chartreuse (Ex-Tea Factory)
8A,Junction Midlands / Chartreuse
9A,Midlands (Demi Gros Central)
7,Raffray No. 1
8,Midlands Dam (Entrance)
9,Dubreuil


Route:,31
Operator:,RHT
Location 1:,Rose Hill
Location 2:,Berthaud
0,"Rose Hill (Place Cardinal
Margeot)"
1,"Boundary Road (Saint Patrick
Church)"
2,Boundary Road (A-Z Store)
3,Berthaud (Bus Station)


Route:,33
Operator:,UBS
Location 1:,Plaine Verte
Location 2:,Pailles
0,Plaine Verte
1,"Junction Frere Felix de Valois
/ Labourdonnais Streets"
2A,"Junction Volcy Pougnet Street
/ Boulevard Rivaltz"
2,La Butte
3,"Old Moka Road (Chinese
Cultural Centre)"
4,Les Guibies (Trunk Road)
5,Pailles (Domaine Les Pailles)


Route:,33A
Operator:,UBS
Location 1:,Cité Vallijee
Location 2:,Terre Rouge
0,Cite Vallijee (Bus Station)
1,La Butte
2,"Junction Frere Felix de
Valois / Labourdonnais
Streets"
3,Plaine Verte
4,Pere Laval Entrance
5,"Terre Rouge (Morcellement
Raffray)"


Route:,33B
Operator:,UBS
Location 1:,Plaine Verte
Location 2:,Cité Vallijee
0,Plaine Verte
1,"Junction Frere Felix de Valois
/ Labourdonnais Streets"
2,Deschartes Street / La Butte
3,Cassis (Reserve Street)
4A,Bain des Dames
4,Cite Vallijee (Bus Station)


Route:,34
Operator:,NTC
Location 1:,Curepipe
Location 2:,Bois Chéri
0,Curepipe (Jan Palach South)
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction Coriolis /
Royal Roads)"
4,Lapeyre Hill
5,Nouvelle France (Police Station)
6,Pont Colville
7,"Beau Climat (Sugar Estate
Office)"
8,La Flora (Shivala)
9,"Grand Bois (Government
School)"
10,Grand Bois (Chapel)
11,Bois Cheri


Route:,35
Operator:,NTC
Location 1:,Vacoas
Location 2:,Hollyrood
0,Vacoas (Bus Station)
1,La Caverne (Protestant Church)
2,Hollyrood


Route:,37
Operator:,NTC
Location 1:,Curepipe
Location 2:,Mont Roches
0,Curepipe (Jan Palach North)
1,Eau Coulee (Neergheen Bhawan)
2,Castel (Magasin Etoile Brillante)
3,"Junction Saint Paul / Nalletamby
Roads"
4,Vacoas (S.M.F.)
5,La Caverne (Modern Complex)
6,Candos (Victoria Hospital)
7,Quatre Bornes (Traffic Centre)
8,"Boundary Road (Saint Patrick
Church)"
9,Plaisance (Le Quorum)
10,Camp Levieux (NHDC Complex)
11,Mont Roches (Co-operative Store)


Route:,37A
Operator:,NTC
Location 1:,Curepipe
Location 2:,Mont Roches
0,Curepipe (Jan Palach North)
1,Curepipe (Darne Clinic)
2,Floreal (Knitwear Factory)
3,Junction Floreal / River Walk Roads
4,Vacoas (S.M.F.)
5,La Caverne (Modern Complex)
6,Candos (Victoria Hospital)
7,Quatre Bornes (Traffic Centre)
8,"Boundary Road (Saint Patrick
Church)"
9,Plaisance (Le Quorum)
10,Camp Levieux (NHDC Complex)
11,Mont Roches (Co-operative Store)


Route:,39
Operator:,UBS
Location 1:,Rose Hill
Location 2:,Plaisance
0,"Rose Hill (Dar-es-Salaam
Square)"
1,Plaisance (Football Ground)
2,Plaisance (Ah Yow Store)
3,"Rose Hill (Dar-es-Salaam
Square)"


Route:,39
Operator:,UBS
Location 1:,Rose Hill
Location 2:,Stanley
0,"Rose Hill (Dar-es-Salaam
Square)"
1,"Stanley (Junction Saint Anne /
Berthaud Streets)"
2,Plaisance (Le Quorum)
3,"Rose Hill (Dar-es-Salaam
Square)"


Route:,41
Operator:,UBS
Location 1:,Port Louis
Location 2:,Vallée Des Prêtres
0,"Port Louis (Transportation
Centre)"
1,Plaine Verte
2,Junction Vallee des Pretres
3,"Vallee des Pretres (Nalletamby’s
House)"
4,Vallee des Pretres (Kovil)
5,"Upper Vallee des Pretres
(Sandokan Bar)"


Route:,42
Operator:,UBS
Location 1:,Port Louis
Location 2:,Terre Rouge
0,"Port Louis (Transportation
Centre)"
1,Roche Bois (Fly Over)
2,Roche Bois (Ex-Dockers Flats)
3,"Baie du Tombeau (Police
Station)"
4,Saint Malo
5,Cite Florida
6,Saint Joseph (Chapel)
7,Terre Rouge (Police Station)


Route:,43
Operator:,"Individual
Operator"
Location 1:,Transportation Centre
Location 2:,Victoria Square
0,"Port Louis (Transportation
Centre)"
1,"Plaine Verte (Casablanca
Shop)"
2A,"Junction Diego Garcia /
Magon Streets"
2,Plaine Verte
3,"Junction Frere Felix de Valois
/ Labourdonnais Streets"
4,"Victoria Square (Dumas
Street)"


Route:,44
Operator:,UBS
Location 1:,Curepipe
Location 2:,Bigara
0,Curepipe (Jan Palach North)
1,Forest Side (Post Office)
2,"La Brasserie (Experimental
Station)"
3,Bigara (Wireless Station)


Route:,45
Operator:,UBS LTD
Location 1:,Rose Hill
Location 2:,Albion
0,"Rose Hill (Dar-es-Salaam
Square)"
1,"Hugnin Road (Rose Hill
Transport Garage)"
2,"Mont Roches (Co-operative
Store)"
3,Saint Martin (Cemetery)
4,Canot
5,Gros Cailloux
6,Petite Riviere (Foyer Piat)
7,Petite Riviere (End of Village)
8,"Belle Vue (Pont La Riviere
Boulene)"
9A,"Belle Vue (Stone and Bricks
Limited)"
10A,Belle Vue (Terminus)
9,Albion (Police Station)
10,Albion (Bus Station)
11,Albion (Mon Plaisir)


Route:,46
Operator:,"Individual
Operator"
Location 1:,Mahebourg
Location 2:,Blue Bay
0,Mahebourg (Bus Station)
1,Cite La Chaux
2,Fond Blanc (Ex-Sand Quarry)
3,Pointe d’Esny
4,Blue Bay (Public Beach)


Route:,47
Operator:,UBS
Location 1:,Transportation Centre
Location 2:,Cité Vallijee
0,"Port Louis (Transportation
Centre)"
1,Cassis (Reserve Street)
2A,Bain des Dames
2,Cite Vallijee (Bus Station)


Route:,48A
Operator:,UBS
Location 1:,Port Louis
Location 2:,Cité La Cure
0,"Port Louis (Transportation
Centre)"
1,Plaine Verte
2,Junction Vallee des Pretres
3,Cite La Cure (Traffic Centre)


Route:,50
Operator:,UBS LTD
Location 1:,Port Louis
Location 2:,Cité Madeleine
0,Port Louis (Transportation Centre)
1,"Junction Frere Felix de Valois /
Bourguignon Streets"
2,Tranquebar (Cite Madeleine)


Route:,51
Operator:,TBS
Location 1:,Port Louis
Location 2:,Pointe aux Sables
0,Port Louis (Transportation Centre)
1,"Brabant Street (Ex-Garage
Renault)"
2,G.R.N.W.
3A,La Tour Koenig
3,Pointe aux Sables (Terrasson)
4,"Pointe aux Sables (Cite
Debarcadere)"
5,"Pointe aux Sables (Morcellement
Rey / Ex-Police Station)"
6,Pointe aux Sables (Terminus)


Route:,52
Operator:,NTC
Location 1:,Port Louis
Location 2:,Medine
0,Port Louis (Transportation Centre)
1,"Brabant Street (Ex-Garage
Renault)"
2,G.R.N.W.
3,Camp Benoit
4,Petite Riviere (Police Station)
5,Petite Riviere (Foyer Piat)
6,Gros Cailloux
7,Canot
8,"Bambous (Roches Brunes Youth
Training Centre)"
9,"Bambous (Junction Black River /
Geoffroy Roads)"
10,Bambous (Dragon Store)
11,Medine


Route:,52A
Operator:,NTC
Remark:,Service provided by buses of Route 52
0,Port Louis (Transportation Centre)
1,"Brabant Street (Ex-Garage
Renault)"
2,G.R.N.W.
3,Camp Benoit
4,Petite Riviere (Police Station)
5,Petite Riviere (End of Village)
6,"Belle Vue (Pont La Riviere
Boulene)"
7A,"Belle Vue (Stone and Bricks
Limited)"
8A,Belle Vue (Terminus)
7,Albion (Police Station)
8,Albion (Bus Station)
9,Albion (Mon Plaisir)


Route:,52C
Operator:,NTC
Remark:,Service provided by buses of Route 52
0,Port Louis (Transportation Centre)
1,"Brabant Street (Ex-Garage
Renault)"
2,G.R.N.W.
3,Camp Benoit
4,Petite Riviere (Police Station)
5,Petite Riviere (Foyer Piat)
6,Gros Cailloux
7,Canot
8,"Bambous (Roches Brunes Youth
Training Centre)"
9,"Bambous (Junction Black River /
Geoffroy Roads)"
10,Bambous (NHDC Complex)


Route:,53
Operator:,"Individual
Operator"
Location 1:,Saint Antoine
Location 2:,Central Flacq
0,Saint Antoine (Traffic Centre)
1,Belmont
2,Poudre d’Or
3,Ile d’Ambre
4,Ile d’Ambre (Panchavati Junction)
5,"Haute Rive (Pointe des Lascars
Junction)"
6,Riviere du Rempart
7,Mon Loisir (Sugar Estate)
8,Belle Vue Maurel
9A,Amaury (Social Welfare Centre)
9,"Junction Laventure / Bois Jacquot
Roads"
10,Laventure (Football Ground)
11,Laventure (Magasin Bon Marche)
12,"Grande Retraite (Junction
Laventure / Flacq Roads)"
13,Petite Retraite
14,Pont Blanc
15,Constance (Football Ground)
16A,Saint Remy
16,Central Flacq (Bus Station)


Route:,55
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,Palmar
0,Central Flacq (Bus Station)
1,Boulet Rouge
2,Bramsthan
3,Camp Ithier (Beginning of Village)
6,"Trou d’Eau Douce (Beginning of
Village)"
7,Trou d’Eau Douce (End of Village)
8,"Palmar (Livestock Breeding
Centre)"
9,Palmar (Temple)


Route:,55A
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,Isidore Rose
0,Central Flacq (Bus Station)
1,Argy
2,Riche Mare
3,Bramsthan
4,Camp Ithier (Beginning of Village)
5,Camp Ithier (Government School)
6,Isidore Rose


Route:,55B
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,Palmar
0,Central Flacq (Bus Station)
1,Argy
2,Riche Mare
3,Bramsthan
4,Camp Ithier (Beginning of Village)
7,"Trou d’Eau Douce (Beginning of
Village)"
8,Trou d’Eau Douce (End of Village)
9,"Palmar (Livestock Breeding
Centre)"
10,Palmar (Temple)


Route:,56
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,Palmar
0,Central Flacq (Bus Station)
1,Boulet Rouge
2,Bramsthan
3,Ecroignard (Beginning of Village)
4,Ecroignard (End of Village)
5,Caroline
6,Bel Air (Police Station)
7,Ernest Florent
8,Beau Champ
9,G.R.S.E.


Route:,57
Operator:,"Individual
Operator"
Location 1:,Quatre Bornes
Location 2:,Wolmar
0,"Quatre Bornes (Traffic
Centre)"
1,La Louise
2,Palma (Government School)
3,"Palma (Junction Bassin
Estate)"
4,Beaux Songes (Reservoir)
5,"Montee Bol (Junction
Geoffroy Road)"
6,"Bambous (Mangues Vert
Doux)"
7,"Bambous (Junction Black
River / Geoffroy Roads)"
8,Bambous (Dragon Store)
9,Junction Flic en Flac
10,"Junction Flic en Flac / Anna
Estate Roads"
11,"Flic en Flac (Government
School)"
12,"Flic en Flac (Golden Beach
Restaurant)"
13,Wolmar


Route:,57A
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 57
0,Quatre Bornes (Traffic Centre)
1,La Louise
2,Palma (Government School)
3,"Palma (Junction Bassin
Estate)"
4,Beaux Songes (Reservoir)
5,Cascavelle


Route:,59
Operator:,UBS
Location 1:,Rose Hill
Location 2:,Roches Brunes
0,Rose Hill (Dar-es-Salaam Square)
1,"Hugnin Road (Rose Hill Transport
Garage)"
2,Mont Roches (Co-operative Store)
3,Roches Brunes (Reservoir)


Route:,60
Operator:,NTC
Location 1:,Rose Belle
Location 2:,Bois Cheri
0,Rose Belle
1,Jawaharlall Nehru Hospital
2,Pont Colville
3,Beau Climat (Sugar Estate Office)
4,La Flora (Shivala)
5,Grand Bois (Government School)
6,Grand Bois (Chapel)
7,Bois Cheri


Route:,61
Operator:,NTC
Location 1:,Curepipe
Location 2:,Camp Diable
0,Curepipe (Jan Palach South)
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction Coriolis /
Royal Roads)"
4,Lapeyre Hill
5,Nouvelle France (Police Station)
6,Pont Colville
7,Beau Climat (Sugar Estate Office)
8,La Flora (Shivala)
10,Junction Riviere du Poste
11,Riviere Dragon
12,Riche Bois
13,Camp Diable
14,Saint Amand Bridge
15,Chateau Benares


Route:,61A
Operator:,NTC
Remark:,Service provided by buses of Route 61
0,Curepipe (Jan Palach South)
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction Coriolis /
Royal Roads)"
4,Lapeyre Hill
5,Nouvelle France (Police Station)
6,Pont Colville
7,Beau Climat (Sugar Estate Office)
8,La Flora (Shivala)
10,Junction Riviere du Poste
11,Riviere Dragon
12,Britannia
13,Tyack (Vishnu Mandir)
14,Riviere des Anguilles
15,Batimarais
16,Chateau Benares
17A,Benares Village
17,Saint Amand Bridge
18,Camp Diable


Route:,62
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Rivière du Poste
0,Curepipe (Jan Palach South)
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction Coriolis /
Royal Roads)"
4,Lapeyre Hill
5,Nouvelle France (Police Station)
6,Union Park (Cluny Junction)
7,Union Park (Village Hall)
8A,Jawaharlall Nehru Hospital
8,Rose Belle (Post Office)
9,Rose Belle (Gebert)
10,"New Grove Branch Road
(Community Health Centre)"
11,Gros Billot (Samputh’s House)
12,Mare Tabac (Bridge)
13,Joli Bois (Sugar Estate Office)
14,Riviere du Poste (Kalimaye)
15,Riviere du Poste (Terminus)


Route:,63
Operator:,NTC
Location 1:,Roches Noires
Location 2:,SSRN Hospital
0,Roches Noires (Siding Gaud)
1,"Junction Roches Noires / Coastal
Roads"
2,Haute Rive
3,Riviere du Rempart
4,Mon Loisir (Sugar Estate)
5,Belle Vue Maurel
6A,"Junction Laventure / Bois Jacquot
Roads"
7A,Amaury (Social Welfare Centre)
6,Phoolyar Nagar
7,Maurel Estate
8,Mon Songe
9,Petite Julie
10,Grande Rosalie
11,Petite Rosalie
12,The Mount (Boutique Bambous)
13,"Pamplemousses (Canton Belle
Eau)"
14,Beau Plan (L’Aventure du Sucre)
15,S.S.R.N. Hospital


Route:,64
Operator:,UBS
Location 1:,Forest Side
Location 2:,Les Casernes
0,Les Casernes (Housing Estate)
1,"Botanical Gardens Street (Forest
Department Head Quarters)"
2,Curepipe (Jan Palach North)
3,Forest Side (Forum Complex)


Route:,65
Operator:,UBS
Remark:,Service provided by buses of Route 65B
0,Vacoas (Bus Station)
1,"Junction Saint Paul / Nalletamby
Roads"
2,Phoenix (Junction Highlands Road)
3,Highlands (Football Ground)
4,"Camp Fouquereaux (Junction
Hermitage Road)"
5,Hermitage


Route:,65A
Operator:,UBS LTD
Location 1:,Cinq Arpents
Location 2:,Quatre Bornes
0,Cinq Arpents
1A,Belle Terre
1,Highlands (Football Ground)
2,Phoenix (Junction Highlands Road)
3,"Junction Saint Paul / Nalletamby
Roads"
4,Vacoas (Bus Station)
5,Phoenix (Garderie Saint Michel)
6,Carreau La Liane (Woodun’s House)
7,Candos (Victoria Hospital)
8,Quatre Bornes (Traffic Centre)


Route:,65B
Operator:,UBS
Location 1:,Hermitage
Location 2:,Quatre Bornes
0,Hermitage
1,"Camp Fouquereaux (Junction Hermitage
Road)"
2,Highlands (Football Ground)
3,Phoenix (Junction Highlands Road)
4,Junction Saint Paul / Nalletamby Roads
5,Vacoas (Bus Station)
6,Phoenix (Garderie Saint Michel)
7,Carreau La Liane (Woodun’s House)
8,Candos (Victoria Hospital)
9,Quatre Bornes (Traffic Centre)


Route:,66
Operator:,"Individual
Operator"
Location 1:,Vacoas
Location 2:,Bord Cascade
0,Vacoas (Bus Station)
1,Reunion (Cantin Government School)
2,Glen Park (Shivala)
