3,Henrietta (Chapel)
4,Bord Cascade


Route:,66A
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 66
0,Vacoas (Bus Station)
1,Reunion (Cantin Government School)
2,Glen Park (Shivala)
3,La Marie (Entrance)
4,La Marie (Terminus)


Route:,66B
Operator:,"Individual
Operator"
Location 1:,Vacoas
Location 2:,Curepipe
0,Vacoas (Bus Station)
1,Reunion (Cantin Government School)
2,Glen Park (Shivala)
3,La Marie (Entrance)
4,Junction La Marie / La Brasserie Roads
5,Bigara (Wireless Station)
6,La Brasserie (Experimental Station)
7,Forest Side (Post Office)
8,Curepipe (Jan Palach South)


Route:,66C
Operator:,NTC
Remark:,"One trip only on Sundays
Special service on specific occasions"
0,Vacoas (Bus Station)
1,Reunion (Cantin Government School)
2,Glen Park (Shivala)
3,La Marie (Entrance)
4,Junction La Marie / La Brasserie Roads
5,Beard
6,Mare aux Vacoas
7,Plaine Sophie (Forest Office)
8,Gower (Junction Mare Longue)
9,"Junction Grand Bassin / Plaine
Champagne Roads"
10,Grand Bassin (Bridge)
11,Grand Bassin (Terminus)


Route:,68
Operator:,UBS
Location 1:,Rose Hill
Location 2:,Curepipe
0,Rose Hill (Dar-es-Salaam Square)
1,Boundary Road (Bijou Magique)
2,Ollier Avenue (Gooly Store)
3,La Louise
4,Candos (Victoria Hospital)
5,La Caverne (Modern Complex)
6,Vacoas (S.M.F.)
7,Junction Floreal / Riverwalk Roads
8,Floreal (Knitwear Factory)
9,Curepipe Road (Darne Clinic)
10,Curepipe (Jan Palach North)


Route:,68A
Operator:,UBS
Location 1:,Rose Hill
Location 2:,Curepipe
0,Rose Hill (Dar-es-Salaam Square)
1,Boundary Road (Bijou Magique)
2,Ollier Avenue (Gooly Store)
3,La Louise
4,Candos (Victoria Hospital)
5,La Caverne (Modern Complex)
6,Vacoas (S.M.F.)
7,Junction Floreal / Riverwalk Roads
8,Floreal (Knitwear Factory)
9,Curepipe Road (Darne Clinic)
10,Curepipe (Jan Palach North)


Route:,69
Operator:,NTC
Location 1:,Port Louis
Location 2:,Beaux Songes
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,G.R.N.W.
3,Coromandel (Sunray Hotel)
4,Belle Etoile (Tamil Social Hall)
5,Beau Bassin (Vinayak Mandir)
6,Beau Bassin (Cercle de Beau Bassin)
7,Rose Hill (Place Cardinal Margeot)
8,Belle Rose (Pepsi Cola)
9,Quatre Bornes (Cite Saint Jean)
10,La Louise
11,Palma (Government School)
12,Palma (Junction Bassin Estate)
13,Beaux Songes (Reservoir)


Route:,70
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Cité La Cure
0,Port Louis (Transportation Centre)
1,Roche Bois (Fly Over)
2,Cocoterie Road (Corner Store)
3,Sainte Croix (Pere Laval Church)
4,Cite La Cure (Traffic Centre)


Route:,71
Operator:,NTC
Location 1:,Port Louis
Location 2:,Rivière du Rempart
0,Port Louis (Transportation Centre)
1,Hospice Pere Laval / Plaine Verte
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Melle Laure
5,Khoyratty
6,Calebasses
7,Pamplemousses (Eau Partagee)
8,Mon Rocher
9,La Louisa
10,Belle Vue Harel
11,Labourdonnais (Estate)
12,Cottage (Beginning of Village)
13,L’Esperance (Gate)
14,Poudre d’Or Hamlet
15,Poudre d’Or (United Basalt)
16,Poudre d’Or (Dispensary)
17,Poudre d’Or (Hospital)


Route:,73
Operator:,UBS LTD
Location 1:,Curepipe
Location 2:,Hermitage
0,Curepipe (Jan Palach North)
1,"Eau Coulee (Neergheen
Bhawan)"
2,"Junction Camp Fouquereaux /
Royal Roads"
3,"Camp Fouquereaux (Saint
Antoine)"
4A,Cinq Arpents
4,Hermitage


Route:,73A
Operator:,UBS
Location 1:,Curepipe
Location 2:,Hermitage
0,Curepipe (Jan Palach North)
1,"Eau Coulee (Neergheen
Bhawan)"
2,"Junction Camp Fouquereaux /
Royal Roads"
3,"Camp Fouquereaux (Saint
Antoine)"
4A,Cinq Arpents
4,Hermitage


Route:,75
Operator:,TBS
Location 1:,Pamplemousses
Location 2:,Triolet
0,Pamplemousses
1,Beau Plan (L’Aventure du Sucre)
2,S.S.R.N. Hospital
3,Saint Andre
4,Solitude
5,Triolet 8th Mile (Sewraz’s House)
6,Triolet 9th Mile
7,Triolet (Terminus)


Route:,75A
Operator:,75A
Remark:,Service provided by buses of Route 75
0,Pamplemousses
1,Beau Plan (L’Aventure du Sucre)
2,S.S.R.N. Hospital


Route:,76
Operator:,UBS
Location 1:,Port Louis
Location 2:,Cité Roche Bois
0,"Port Louis (Transportation
Centre)"
1,Roche Bois (Saint Martin)
2A,Mer Rouge (Freeport)
2,Cite Roche Bois


Route:,77
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Terre Rouge
0,"Port Louis (Transportation
Centre)"
1,Roche Bois (Fly Over)
2,Roche Bois (Ex-Dockers Flats)
3,"Baie du Tombeau (Police
Station)"
4,Saint Malo
5,Cite Florida
6,Saint Joseph (Chapel)
7,Terre Rouge (Police Station)


Route:,79
Operator:,NTC
Location 1:,Bois Cheri
Location 2:,Rose Belle
0,Rose Belle
1,Jawaharlall Nehru Hospital
2,Wireless Road (Beginning)
3,Wireless Road (End)
4,La Flora (Shivala)
5,"Grand Bois (Government
School)"
6,Grand Bois (Chapel)
7,Bois Cheri


Route:,80
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Pellegrin
0,"Curepipe (Jan Palach
North)"
1,"Couvent de Lorette
(Mosque)"
2,"Couacaud (Surat
Distribution Centre)"
3,Belle Rive (Junction)
4,"Belle Rive (Carreau
Chapeau)"
5,Valetta (Junction)
6,Valetta (End of Village)
7,Vuillemin (Junction)
8,"Quartier Militaire (Ex-
Railway Station)"
9,"Providence (Beginning of
Village)"
10,Providence (End of Village)
11,"Melrose (Beginning of
Village)"
12,Melrose (End of Village)
13,"Montagne Blanche
(Beginning of Village)"
14,"Montagne Blanche (End of
Village)"
15,Lesur
16,Sebastopol
17,Pellegrin (Nehru’s House)
18,Pellegrin (Riviere Profonde)


Route:,80A
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 80
0,"Curepipe (Jan Palach
North)"
1,"Couvent de Lorette
(Mosque)"
2,"Couacaud (Surat
Distribution Centre)"
3,Belle Rive (Junction)
4,"Belle Rive (Carreau
Chapeau)"
5,Valetta (Junction)
6,Valetta (End of Village)
7,Vuillemin (Junction)
8,"Quartier Militaire (Ex-
Railway Station)"
9,"Providence (Beginning of
Village)"
10,Providence (End of Village)
11,"Melrose (Beginning of
Village)"
12,Melrose (End of Village)
13,"Montagne Blanche
(Beginning of Village)"
14,"Montagne Blanche (End of
Village)"
15,Lesur
16,Sebastopol
17,Clavet
18,L’Etoile
19,Belle Rive
20,Olivia (Beginning of Village)
21,Olivia (Cemetery)
22,Trois Ilots
23,"Bel Air (Beginning of
Village)"
24,Bel Air (Police Station)


Route:,81
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Allée Brillant
0,Allee Brillant (Sandokan Store)
1,Engrais Martial (Corner Store)
2,Charles Renaud Street (Ah Yee Shop)
3,Curepipe (Jan Palach North)
4,Forest Side (Forum Complex)


Route:,82
Operator:,TBS
Location 1:,Port Louis
Location 2:,Saint Antoine
0,"Port Louis (Transportation
Centre)"
1,Hospice Pere Laval / Plaine Verte
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Saint Joseph (Chapel)
5,Arsenal
6,Saint Andre
7,Solitude
8,Triolet 8th Mile (Sewraz’s House)
9,Triolet 9th Mile
10,Colin
11,Trou aux Biches (Hotel)
12,Mon Choisy
13,Cannonier’s Point
14,"Grand Baie (La Pointe
Supermarket)"
15,Grand Baie (M.C.B.)
16,Grand Baie (Merville Hotel)
17,Pereybere (1st Public Beach)
18,Pereybere (2nd Public Beach)
19,Cap Malheureux (Cemetery)
20A,Pavillon
20,Cap Malheureux (Church)
21,Sans Souci Rouillard
22,Saint Francois
23,Trois Bras (Goodlands)
25,Saint Antoine (Traffic Centre)


Route:,84
Operator:,NTC
Location 1:,Plaines des Roches
Location 2:,SSRN Hospital
0,Plaine des Roches
1,"Plaine des Roches (Government
School)"
2,Riviere du Rempart
3,Mon Loisir (Sugar Estate)
4,L’Amitie
5,Gokoola
6,Piton
7,Mon Choix
8,Mapou
9,Belle Vue Harel
10,La Louisa
11,Mon Rocher
12,Pamplemousses (Eau Partagee)
13,Beau Plan (L’Aventure du Sucre)
14,S.S.R.N. Hospital
15,Plaine des Roches


Route:,85
Operator:,NTC
Location 1:,Rivière Du Rempart
Location 2:,Port Louis
0,"Riviere du Rempart (Traffic
Centre)"
1,Schoenfeld (Madaya’s House)
2,Schoenfeld (Estate Office)
3,Poudre d’Or Hamlet
4,L’Esperance Piton
5,Piton
6,Mon Choix
7,Mapou
8,Belle Vue Harel
9,La Louisa
10,Mon Rocher
11,Pamplemousses (Eau Partagee)
12,Beau Plan (L’Aventure du Sucre)
13,S.S.R.N. Hospital
14,Riviere Citron
15,Arsenal
16,Saint Joseph (Chapel)
17,Terre Rouge (Boutique Tamarin)
18,Pere Laval Entrance
19,"Hospice Pere Laval / Plaine
Verte"
20,"Port Louis (Transportation
Centre)"


Route:,86
Operator:,NTC
Location 1:,Port Louis
Location 2:,Rivière Du Rempart
0,"Riviere du Rempart (Traffic
Centre)"
1,Pointe des Lascars (Junction)
2,"Ile d’Ambre (Panchavati
Junction)"
3,Ile d’Ambre
4,Poudre d’Or (Hospital)
5,Poudre d’Or (Dispensary)
6,Poudre d’Or (United Basalt)
7,L’Esperance Trebuchet
8,Poudre d’Or Hamlet
9,L’Esperance Piton
10,Piton
11,Piton (Reservoir)
12,The Mount (Boutique Bambous)
13,"Pamplemousses (Canton Belle
Eau)"
14,Beau Plan (L’Aventure du Sucre)
15,S.S.R.N. Hospital
16,Riviere Citron
17,Arsenal
18,Saint Joseph (Chapel)
19,Terre Rouge (Boutique Tamarin)
20,Pere Laval Entrance
21,"Plaine Verte / Hospice Pere
Laval"
22,"Port Louis (Transportation
Centre)"
23,"Riviere du Rempart (Traffic
Centre)"


Route:,87
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,St Hubert
0,Curepipe (Jan Palach South)
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction Coriolis /
Royal Roads)"
4,Lapeyre Hill
5,"Nouvelle France (Police
Station)"
6,Union Park (Cluny Junction)
7,Union Park (Village Hall)
8,Jawaharlall Nehru Hospital
9,"Rose Belle (Junction
Jawaharlall Nehru Hospital /
Royal Roads)"
10,Rose Belle (Gebert)
11,"New Grove (Riche en Eau
Junction)"
12,Deux Bras
13,Astroea Bridge
14,Mare Chicose
15,Nema Bridge
16,Riche En Eau (Sugar Factory)
17,"Saint Hilaire (Chateau
Rochecouste-Grand Cour)"
18,"Saint Hubert (Ex-Samputh
Shop)"
19,Saint Hubert (Terminus)


Route:,88
Operator:,"Individual
Operator"
Location 1:,Congomah
Location 2:,Port Louis
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Saint Joseph (Chapel)
5,Arsenal
6,Riviere Citron
7,S.S.R.N. Hospital
8,"Beau Plan (L’Aventure du
Sucre)"
9,"Camp des Embrevades
(Market)"
10,"Camp des Embrevades (End
of Village)"
11,Junction Ilot
12A,Ilot
12,"D’Epinay (Beginning of
Village)"
13,D’Epinay (Kalimaye)
14,"Congomah (Government
School)"
15,Congomah (Terminus)


Route:,89
Operator:,MBT
Location 1:,Camp La Boue
Location 2:,Port Louis
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Junction Long Mountain
5,Bois Pignolet
6,Notre Dame (End of Village)
7,Long Mountain
8,Camp La Boue


Route:,89A
Operator:,MBT
Location 1:,Port Louis
Location 2:,Eau Bouillie
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Junction Long Mountain
5,Bois Pignolet
6,Notre Dame (End of Village)
7,Long Mountain
10,Les Mariannes
11,Eau Bouillie


Route:,89B
Operator:,MBT
Remark:,Service provided by buses of Route 89
0,Camp La Boue
3,Les Mariannes
4,Eau Bouillie


Route:,Route not found
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 9
0,"Curepipe (Jan Palach
South)"
1,Forest Side (Post Office)
2,Forest Side (UBS Depot)
3,"XVIth Mile (Junction
Coriolis / Royal Roads)"
4,Lapeyre Hill
5,"Nouvelle France (Police
Station)"
6,"Union Park (Cluny
Junction)"
7,Union Park (Village Hall)
8A,Jawaharlall Nehru Hospital
8,"Rose Belle (Junction
Jawaharlall Nehru Hospital
/ Royal Roads)"
9,Rose Belle (Gebert)
10,La Rosa
11,"Mare d’Albert (Government
School)"
12,"Mare d’Albert (United
Basalt)"
13,"Plaine Magnien (Police
Station)"
14,Plaisance (Grotto)
15A,S.S.R. International Airport
15,Madame Dayla
16,Beau Vallon
17,"Blue Bay Link Road (2nd
Bridge)"
18,"Blue Bay (Entrance to
Morcellement)"
19,Blue Bay (Public Beach)


Route:,93
Operator:,"Individual
Operator"
Location 1:,Camp Thorel
Location 2:,Port Louis
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Colville Deverell Bridge
6,Martindale
7,"Reduit (University of
Mauritius)"
8,"Moka (Mahatma Gandhi
Institute)"
9,Gentilly
10,Saint Pierre (Traffic Centre)
11,"Verdun (Beginning of
Village)"
12,Verdun (Bar Le Duc Bridge)
13,Alma (Beginning of Village)
14,Alma (Cemetery)
15,"Quartier Militaire (Ex-
Railway Station)"
16,Providence (Branch Road)
17,"Saint Julien d’Hotman
(Overseas Glove Factory)"
18,"Saint Julien d’Hotman
(Reetoo’s House)"
19,"Camp Thorel (Heeraman’s
House)"
20,Camp Thorel (Terminus)


Route:,93A
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,L’Esperance
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Colville Deverell Bridge
6,Martindale
7,Reduit (University of Mauritius)
8,Moka (Mahatma Gandhi Institute)
9,Gentilly
10,Saint Pierre (Traffic Centre)
11,Verdun (Beginning of Village)
12,Verdun (Bar Le Duc Bridge)
13,Alma (Beginning of Village)
14,Alma (Cemetery)
15,"Quartier Militaire (Ex-Railway
Station)"
16,Bonne Veine
17,L’Esperance


Route:,94
Operator:,"Individual
Operator"
Location 1:,Rivière Du Rempart
Location 2:,Saint Antoine
0,"Riviere du Rempart (Traffic
Centre)"
1,Mon Loisir (Sugar Estate)
2,L’Amitie
3,Gokoola
5,Piton
6,L’Esperance Piton
7,Poudre d’Or Hamlet
8,L’Esperance Trebuchet
9,"Cottage (Social Welfare
Centre)"
10,"Cottage (Mahatma Gandhi
Road)"
12,Saint Antoine (Traffic Centre)


Route:,95
Operator:,TBS
Location 1:,Pamplemousses
Location 2:,Saint Antoine
0,Pamplemousses
1,"Beau Plan (L’Aventure du
Sucre)"
2,S.S.R.N. Hospital
3,Saint Andre
4,Solitude
5,"Triolet 8th Mile (Sewraz’s
House)"
6,Triolet 9th Mile
7,Colin
8,Trou aux Biches (Hotel)
9,"Mon Choisy (Public
Beach)"
10,Cannonier’s Point
11,"Grand Baie (La Pointe
Supermarket)"
12,Grand Baie (M.C.B.)
13,"Grand Baie (Merville
Hotel)"
14,"Pereybere (1st Public
Beach)"
15,"Pereybere (2nd Public
Beach)"
16,"Cap Malheureux
(Cemetery)"
17A,Pavillon
17,Cap Malheureux (Church)
18,Sans Souci Rouillard
19,Saint Francois
20,Calodyne
21,Grand Gaube (Terminus)
22,"Roche Terre (Boutique
Kalasse)"
23,"Roche Terre (Ramrecha
Shop)"
24,"Goodlands (Government
School)"


Route:,99
Operator:,"Individual
Operator"
Location 1:,Mahebourg
Location 2:,Trois Boutiques
0,Mahebourg (Bus Station)
1,Beau Vallon
2,Madame Dayla
3,Plaisance (Grotto)
4,Plaine Magnien
6,Carreau Esnouf
7,Mon Desert (Village)
8,"Kenya /Camp Carol (Village
Hall)"
9A,Le Bouchon
9,Carreau Accacia
10,Sauve Terre
11,Trois Boutiques


Route:,101
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,SSRN Hospital
0,Central Flacq (Bus Station)
1,Constance (Football Ground)
2,Pont Blanc
3,Petite Retraite
4A,Laventure (Crematory)
4B,Laventure (Village Hall)
4C,Laventure (End of Village)
4,Grande Retraite
5,Bon Accueil
6,"Brisee Verdiere (Latapie
Branch Road)"
7,"Brisee Verdiere (Atma
Shopping Centre)"
8,Mare d’Australia
9,"Villebague (Beginning of
Village)"
10,"Villebague (La Nicoliere
Junction)"
11,Grande Rosalie
12,Petite Rosalie
13,"The Mount (Boutique
Bambous)"
14,"Pamplemousses (Canton
Belle Eau)"
15,"Beau Plan (L’Aventure du
Sucre)"
16,S.S.R.N. Hospital


Route:,101A
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,SSRN Hospital
0,Central Flacq (Bus Station)
1,Bonne Mere (Maness)
2,Bonne Mere (Reservoir)
3,F.U.E.L.
4,La Roche
5,"Saint Julien (Government
School)"
6,Lallmatie
7,Bon Accueil
8,"Brisee Verdiere (Latapie
Branch Road)"
9,"Brisee Verdiere (Atma
Shopping Centre)"
10,Mare d’Australia
11,"Villebague (Beginning of
Village)"
12,"Villebague (La Nicoliere
Junction)"
13,Grande Rosalie
14,Petite Rosalie
15,"The Mount (Boutique
Bambous)"
16,"Pamplemousses (Canton
Belle Eau)"
17,"Beau Plan (L’Aventure du
Sucre)"
18,S.S.R.N. Hospital


Route:,101C
Operator:,"Individual
Operator"
Location 1:,Central Flacq
Location 2:,SSRN Hospital
0,Central Flacq (Bus Station)
1,Bonne Mere (Maness)
2,Bonne Mere (Reservoir)
3,F.U.E.L.
4,La Roche
5,"Saint Julien (Government
School)"
6,Lallmatie
7,Belvedere
8,"Brisee Verdiere (Atma
Shopping Centre)"
9,Mare d’Australia
10,"Villebague (Beginning of
Village)"
11,"Villebague (La Nicoliere
Junction)"
12,Grande Rosalie
13,Petite Rosalie
14,"The Mount (Boutique
Bambous)"
15,"Pamplemousses (Canton
Belle Eau)"
16,"Beau Plan (L’Aventure du
Sucre)"
17,S.S.R.N. Hospital


Route:,102
Operator:,NTC
Location 1:,Port Louis
Location 2:,Curepipe
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,G.R.N.W.
3,Coromandel (Sunray Hotel)
4,"Belle Etoile (Tamil Social
Hall)"
5,"Beau Bassin (Vinayak
Mandir)"
6,"Beau Bassin (Cercle de
Beau Bassin)"
7,"Rose Hill (Place Cardinal
Margeot)"
8,Belle Rose (Pepsi Cola)
9,"Pellegrin (Trianon Shopping
Park)"
10,Phoenix (Pont Fer)
11,Phoenix (Police Station)
12,Saint Paul (Magasin Lotus)
13,"Junction Floreal / Riverwalk
Roads"
14,Floreal (Knitwear Factory)
15,"Curepipe Road (Darne
Clinic)"
16,Curepipe (Jan Palach North)


Route:,103
Operator:,"Individual
Operators"
Location 1:,Port Louis
Location 2:,Eau Bouillie
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Mount Ory (Sungkur Shop)
6,"Moka (Junction Leclezio
Avenue / Bois Cheri Road)"
7A,Moka (Hospital)
7,Moka (Government School)
8,Riviere Baptiste (Junction)
9,Saint Pierre (Traffic Centre)
10,L’Avenir
11,"Junction La Laura /
Nouvelle Decouverte
Roads"
12,Beau Bois
13,Ripailles
14,"Nouvelle Decouverte
(Government School)"
15,"Junction La Nicoliere Road
/ Eau Bouillie"


Route:,103A
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 103
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Colville Deverell Bridge
6,Martindale
7,Reduit (University of Mauritius)
8,"Moka (Mahatma Gandhi
Institute)"
9,Gentilly
10,Saint Pierre (Traffic Centre)
11,L’Avenir
12,"Junction La Laura / Nouvelle
Decouverte Roads"
13A,Malinga
13,La Laura


Route:,104
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Icery
0,"Curepipe (Jan Palach
North)"
1,Corson (Tea Factory)
3,"La Croix Street (Peerally
Store)"
4,Icery
5,"Curepipe (Jan Palach
North)"


Route:,105
Operator:,"Individual
Operator"
Location 1:,Rose Hill
Location 2:,Vuillemin
0,"Rose Hill (Place Cardinal
Margeot)"
1,Ebene (I.V.T.B.)
2,"Reduit (University of
Mauritius)"
3,"Moka (Mahatma Gandhi
Institute)"
4A,Moka (Hospital)
4,Gentilly
5,"Saint Pierre (Traffic
Centre)"
6,"Verdun (Beginning of
Village)"
7,Verdun (Post Office)
8,"Lower Dagotiere (Village
Hall)"
9A,"Upper Dagotiere (NHDC
Housing Estate)"
9,Valetta (Junction)
10,Valetta (End of Village)
11,Vuillemin (Junction)
12,Vuillemin (Terminus)


Route:,Route not found
Operator:,"Individual
Operator"
Remark:,Service provided by buses of Route 105
0,"Rose Hill (Place Cardinal
Margeot)"
1,Ebene (I.V.T.B.)
2,"Reduit (University of
Mauritius)"
3,"Moka (Mahatma Gandhi
Institute)"
4A,Moka (Hospital)
4,Gentilly
5A,Saint Pierre (Traffic Centre)
5,Cote d’Or (Chantecler Farm)
6,"Cote d’Or (Ex-Co-operative
Store)"


Route:,106
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Central Flacq
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Melle Laure
5,Khoyratty
6,Calebasses
7,"Pamplemousses (Canton Belle
Eau)"
8,"The Mount (Boutique
Bambous)"
9,Petite Rosalie
10,Grande Rosalie
11,"Villebague (La Nicoliere
Junction)"
12,Villebague (End of Village)
13,Mare d’Australia
14,"Brisee Verdiere (Atma
Shopping Centre)"
15,"Brisee Verdiere (Latapie
Branch Road)"
16,Bon Accueil
17,Lallmatie
18,"Saint Julien (Government
School)"
19,La Roche
20,F.U.E.L.
22,Bonne Mere (Maness)
23,Central Flacq (Bus Station)


Route:,109
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Central Flacq
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Melle Laure
5,Khoyratty
6,Calebasses
7,"Pamplemousses (Canton Belle
Eau)"
8,"The Mount (Boutique
Bambous)"
9,Petite Rosalie
10,Grande Rosalie
11,"Villebague (La Nicoliere
Junction)"
12,Villebague (End of Village)
13,Mare d’Australia
14,"Brisee Verdiere (Atma
Shopping Centre)"
15,Belvedere
16,Lallmatie
17,"Saint Julien (Government
School)"
18,La Roche
19,F.U.E.L.
20,Bonne Mere (Reservoir)
22,Central Flacq (Bus Station)


Route:,110
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Congomah
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,Terre Rouge (Boutique Tamarin)
4,Melle Laure
5,Khoyratty
6,Junction Camp des Embrevades
7A,Ilot
7,D’Epinay (Beginning of Village)
8,D’Epinay (Kalimaye)
9,"Congomah (Government
School)"
10,Congomah (Terminus)


Route:,Unknown
Operator:,Weekdays
Location 1:,06h10
Location 2:,05h15
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Melle Laure
5,Khoyratty
6,Calebasses
7,"Pamplemousses (Canton
Belle Eau)"
8,"The Mount (Boutique
Bambous)"
9,Petite Rosalie
10,Grande Rosalie
11,"Villebague (La Nicoliere
Junction)"
12,Villebague (End of Village)
13,Mare d’Australia
14,"Brisee Verdiere (Atma
Shopping Centre)"
15,"Brisee Verdiere (Latapie
Branch Road)"
16,Bon Acceuil
17,Grande Retraite
18A,"Laventure (Beginning of
Village)"
19A,Laventure (Village Hall)
20A,Laventure (Crematory)
19,Pont Blanc
20,Constance (Football Ground)
21A,Saint Remy
21,Central Flacq (Bus Station)


Route:,112
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Central Flacq
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Melle Laure
5,Khoyratty
6,Calebasses
7,"Pamplemousses (Canton
Belle Eau)"
8,"The Mount (Boutique
Bambous)"
9,Petite Rosalie
10,Grande Rosalie
11,"Villebague (La Nicoliere
Junction)"
12,Villebague (End of Village)
13,Mare d’Australia
14,"Brisee Verdiere (Atma
Shopping Centre)"
15,"Brisee Verdiere (Latapie
Branch Road)"
16,Bon Acceuil
17,Lallmatie
18,"Saint Julien (Government
School)"
19,Saint Julien (Church)
20,Belle Vue Allendy
21,Constance


Route:,113
Operator:,"Individual
Operator"
Location 1:,Port Louis
Location 2:,Bel Air
0,Port Louis (Victoria Square)
1,Brabant (SPAR)
2,Camp Chapelon
3,Pailles (Grewals)
4,Soreze
5,Colville Deverell Bridge
6,Martindale
7,Reduit (University of Mauritius)
8,"Moka (Mahatma Gandhi
Institute)"
9,Gentilly
10,Saint Pierre (Traffic Centre)
11,Verdun (Beginning of Village)
12,Verdun (Bar Le Duc Bridge)
13,Alma (Beginning of Village)
14,Alma (Cemetery)
15,"Quartier Militaire (Ex-Railway
Station)"
16,"Providence (Beginning of
Village)"
17,Providence (End of Village)
18,Mont Ida (Government School)
19,Medine
20,Bel Etang
21,Camp de Masque (Village Hall)
23,"Camp de Masque Pave
(Government School)"
24,"Petite Cabane /Camp de
Masque Pave (End of Village)"
25,"Clemencia (Beginning of
Village)"
26,"Clemencia (Co-operative
Store)"
27,Belle Rose
28,Cite La Lucie
29,Bel Air


Route:,114
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Malherbes
0,Cite Malherbes
1,"Clement Charoux Street
(Tabagie Dwarka)"
2,"Curepipe (Jan Palach
North)"
3,"Forest Side (Forum
Complex)"


Route:,114A
Operator:,"Individual
Operator"
Location 1:,Curepipe
Location 2:,Wootun
0,Wooton (Millenium Memorial)
1,Couvent de Lorette (Mosque)
2,Curepipe (Jan Palach North)
3,Forest Side (Forum Complex)


Route:,115
Operator:,UBS
Location 1:,Plaine Verte
Location 2:,Cité Vallijee
0,Plaine Verte
1A,Vallee Pitot (Cite Rozemont)
1,"Junction Boulevard Victoria /
Inkerman Street"
2,"Junction Volcy Pougnet /
Harris Streets"
3,La Butte
4,Cite Vallijee (Bus Station)


Route:,117
Operator:,"Individual
operator"
Location 1:,Port Louis
Location 2:,Congomah
0,"Port Louis (Transportation
Centre)"
1,"Hospice Pere Laval / Plaine
Verte"
2,Pere Laval Entrance
3,"Terre Rouge (Boutique
Tamarin)"
4,Melle Laure
5,Khoyratty
6,Calebasses
7,"Camp des Embrevades (End
of Village)"
8,Junction Ilot
9A,Ilot
9,"D’Epinay (Beginning of
Village)"
10,D’Epinay (Kalimaye)
